Price,Beds,Baths,Living Space,City,Median Household Income,Zip Code Density
399000.0,4,3,2508,Keller,132998.0,1939.6
415000.0,3,2,2389,Keller,132998.0,1939.6
340000.0,4,2,1901,Keller,132998.0,1939.6
310000.0,3,2,1516,Keller,132998.0,1939.6
750000.0,3,2,2308,Keller,132998.0,1939.6
481000.0,4,3,3150,Keller,132998.0,1939.6
562000.0,4,3,2979,Keller,132998.0,1939.6
387500.0,4,3,3090,Justin,128487.0,85.7
318000.0,3,3,2318,Justin,128487.0,85.7
283990.0,4,3,2136,Justin,128487.0,85.7
285000.0,3,2,1892,Justin,128487.0,85.7
475765.0,4,4,2812,Justin,128487.0,85.7
585000.0,5,4,3317,Roanoke,184921.0,366.3
499777.0,4,3,2864,Roanoke,184921.0,366.3
660000.0,4,3,2884,Roanoke,184921.0,366.3
421000.0,3,3,2361,Roanoke,184921.0,366.3
450000.0,4,3,2956,Roanoke,184921.0,366.3
485000.0,4,3,2256,Roanoke,184921.0,366.3
314900.0,3,2,1659,Roanoke,184921.0,366.3
675000.0,2,2,2301,Houston,110669.0,3703.3
265000.0,1,1,972,Houston,110669.0,3703.3
294999.0,1,2,1047,Houston,110669.0,3703.3
279000.0,3,3,2165,Houston,110669.0,3703.3
375000.0,2,3,2124,Houston,106225.0,1411.2
499990.0,3,4,1864,Houston,106225.0,1411.2
415000.0,3,4,2070,Houston,106225.0,1411.2
494990.0,3,4,1864,Houston,106225.0,1411.2
295000.0,3,2,936,Houston,106225.0,1411.2
295000.0,3,2,936,Houston,106225.0,1411.2
499000.0,3,3,2615,Houston,100659.0,2519.3
345000.0,2,3,1591,Houston,100659.0,2519.3
419900.0,3,3,1868,Houston,100659.0,2519.3
550000.0,2,2,2532,Houston,100659.0,2519.3
419900.0,3,3,1868,Houston,100659.0,2519.3
339000.0,2,2,2008,Houston,100659.0,2519.3
449900.0,3,4,1984,Houston,100659.0,2519.3
300000.0,4,3,2350,Houston,100659.0,2519.3
245990.0,2,1,1106,Houston,100659.0,2519.3
1119000.0,3,3,2082,Houston,100659.0,2519.3
929900.0,2,2,2010,Houston,100659.0,2519.3
425000.0,3,3,1617,Houston,100659.0,2519.3
305000.0,1,2,1626,Houston,100659.0,2519.3
539999.0,3,4,2210,Houston,100659.0,2519.3
507900.0,1,1,1212,Houston,100659.0,2519.3
419900.0,3,3,1868,Houston,100659.0,2519.3
624999.0,3,4,2427,Houston,157088.0,3822.8
525000.0,2,3,1647,Houston,157088.0,3822.8
449000.0,2,3,1788,Houston,157088.0,3822.8
295000.0,2,3,1152,Houston,157088.0,3822.8
649000.0,3,4,2518,Houston,157088.0,3822.8
729000.0,3,1,2604,Houston,157088.0,3822.8
535000.0,3,4,2198,Houston,186467.0,2090.9
799000.0,3,4,2607,Houston,186467.0,2090.9
759700.0,3,4,2415,Houston,186467.0,2090.9
700000.0,3,2,2599,Houston,186467.0,2090.9
598250.0,4,4,2414,Houston,186467.0,2090.9
699900.0,3,3,2431,Houston,186467.0,2090.9
310000.0,1,2,1280,Houston,186467.0,2090.9
495000.0,3,4,2343,Houston,186467.0,2090.9
489000.0,3,3,2299,Houston,186467.0,2090.9
525000.0,3,3,2688,Houston,186467.0,2090.9
800000.0,3,4,2409,Houston,186467.0,2090.9
499999.0,3,4,1924,Houston,186467.0,2090.9
960000.0,3,3,2394,Houston,186467.0,2090.9
466000.0,2,1,1236,Houston,186467.0,2090.9
525000.0,3,3,2688,Houston,186467.0,2090.9
699900.0,3,3,2431,Houston,186467.0,2090.9
494000.0,3,4,2132,Houston,186467.0,2090.9
235000.0,1,1,754,Houston,186467.0,2090.9
500000.0,3,3,2168,Houston,186467.0,2090.9
670000.0,4,4,2666,Houston,186467.0,2090.9
420000.0,2,3,1976,Houston,186467.0,2090.9
565000.0,3,3,2383,Houston,186467.0,2090.9
579900.0,3,4,2678,Houston,186467.0,2090.9
509000.0,3,4,2400,Houston,186467.0,2090.9
310000.0,1,1,1540,Houston,134710.0,2346.6
599000.0,2,1,1366,Houston,134710.0,2346.6
459995.0,3,2,1466,Houston,134710.0,2346.6
414990.0,3,4,1740,Houston,134710.0,2346.6
419997.0,3,2,1308,Houston,134710.0,2346.6
589000.0,3,4,2400,Houston,134710.0,2346.6
450000.0,4,2,1520,Houston,134710.0,2346.6
285000.0,2,1,1716,Houston,134710.0,2346.6
347500.0,3,3,1561,Houston,134710.0,2346.6
180000.0,1,1,656,Houston,134710.0,2346.6
650000.0,3,4,2511,Houston,134710.0,2346.6
419990.0,3,4,1907,Houston,134710.0,2346.6
374900.0,3,3,1708,Houston,134710.0,2346.6
459995.0,3,2,1466,Houston,134710.0,2346.6
335000.0,3,3,1781,Houston,134710.0,2346.6
450000.0,1,1,1288,Houston,134710.0,2346.6
750000.0,3,3,2644,Houston,134710.0,2346.6
240000.0,3,2,1120,Houston,134710.0,2346.6
259900.0,3,2,1344,Houston,134710.0,2346.6
525000.0,3,1,1173,Houston,134710.0,2346.6
299999.0,4,3,2056,Houston,58783.0,1931.4
185000.0,2,1,886,Houston,58783.0,1931.4
397700.0,3,4,2060,Houston,58783.0,1931.4
355000.0,3,2,1545,Houston,58783.0,1931.4
393000.0,2,1,2016,Houston,58783.0,1931.4
439000.0,3,3,1803,Houston,58783.0,1931.4
355000.0,3,2,1545,Houston,58783.0,1931.4
189000.0,4,2,2168,Houston,55550.0,1760.8
189000.0,4,2,2168,Houston,55550.0,1760.8
220000.0,3,2,1144,Houston,55550.0,1760.8
115900.0,3,2,1104,Houston,59824.0,785.5
350000.0,4,4,2796,Houston,79523.0,2016.4
230000.0,3,2,1382,Houston,79523.0,2016.4
275000.0,3,2,1594,Houston,79523.0,2016.4
305000.0,5,4,3081,Houston,79523.0,2016.4
320000.0,4,3,2371,Houston,79523.0,2016.4
205000.0,3,3,1776,Houston,79523.0,2016.4
237000.0,3,2,1526,Houston,69165.0,1089.5
110000.0,2,2,1040,Houston,69165.0,1089.5
227000.0,3,2,1628,Houston,69165.0,1089.5
275000.0,4,3,1987,Houston,69165.0,1089.5
190000.0,3,2,1388,Houston,69165.0,1089.5
196000.0,3,2,1651,Houston,69165.0,1089.5
210000.0,5,2,1654,Houston,69165.0,1089.5
260000.0,3,2,1560,Houston,69165.0,1089.5
214900.0,3,2,1110,Houston,69165.0,1089.5
389999.0,3,2,2300,Houston,59024.0,1178.7
155000.0,4,2,1312,Houston,59024.0,1178.7
280000.0,2,1,977,Houston,59024.0,1178.7
235000.0,3,2,1450,Houston,59024.0,1178.7
180000.0,4,1,1788,Houston,64729.0,1356.3
159000.0,3,1,1001,Houston,64729.0,1356.3
559500.0,3,4,2186,Houston,157773.0,1620.5
424000.0,3,3,1778,Houston,157773.0,1620.5
450000.0,3,1,1352,Houston,157773.0,1620.5
444000.0,3,1,1168,Houston,157773.0,1620.5
424000.0,3,3,1778,Houston,157773.0,1620.5
449900.0,3,4,1850,Houston,157773.0,1620.5
450000.0,3,1,1352,Houston,157773.0,1620.5
799854.0,4,2,2801,Houston,157773.0,1620.5
327999.0,3,3,1873,Houston,157773.0,1620.5
329000.0,3,3,1577,Houston,157773.0,1620.5
559500.0,3,4,2186,Houston,157773.0,1620.5
419000.0,3,3,1778,Houston,157773.0,1620.5
720000.0,3,2,1662,Houston,157773.0,1620.5
160000.0,2,1,1080,Houston,157773.0,1620.5
374999.0,3,4,1785,Houston,157773.0,1620.5
520000.0,3,3,1917,Houston,157773.0,1620.5
779900.0,4,3,2887,Houston,157773.0,1620.5
375000.0,2,1,996,Houston,157773.0,1620.5
424000.0,3,3,1778,Houston,157773.0,1620.5
365000.0,3,3,1700,Houston,61180.0,1297.9
414900.0,3,3,1798,Houston,61180.0,1297.9
319000.0,6,3,1920,Houston,61180.0,1297.9
399999.0,3,3,1880,Houston,61180.0,1297.9
419000.0,3,3,2468,Houston,61180.0,1297.9
377000.0,3,4,1840,Houston,78487.0,1670.2
169900.0,3,1,1160,Houston,78487.0,1670.2
269000.0,3,2,1089,Houston,78487.0,1670.2
239000.0,3,2,1536,Houston,78487.0,1670.2
371000.0,3,4,1840,Houston,78487.0,1670.2
975000.0,3,3,3420,Houston,78487.0,1670.2
289900.0,3,3,1471,Houston,78487.0,1670.2
317000.0,3,4,1921,Houston,78487.0,1670.2
309000.0,3,3,1453,Houston,78487.0,1670.2
235000.0,2,1,1000,Houston,78487.0,1670.2
325000.0,6,3,2196,Houston,78487.0,1670.2
425000.0,3,3,2118,Houston,61760.0,1750.0
319990.0,3,3,1493,Houston,61760.0,1750.0
415000.0,3,1,1361,Houston,61760.0,1750.0
319990.0,3,3,1493,Houston,61760.0,1750.0
429990.0,3,4,1802,Houston,61760.0,1750.0
319990.0,3,3,1493,Houston,61760.0,1750.0
319990.0,3,3,1493,Houston,61760.0,1750.0
312900.0,3,2,1389,Houston,61760.0,1750.0
289950.0,3,2,1618,Houston,61760.0,1750.0
349900.0,3,3,1491,Houston,61760.0,1750.0
348700.0,4,2,1665,Houston,61760.0,1750.0
319990.0,3,3,1556,Houston,61760.0,1750.0
344900.0,3,3,1491,Houston,61760.0,1750.0
410000.0,3,3,1939,Houston,61760.0,1750.0
319990.0,3,3,1556,Houston,61760.0,1750.0
450000.0,3,3,2083,Houston,61760.0,1750.0
195000.0,2,1,816,Houston,61760.0,1750.0
299000.0,3,2,1390,Houston,69948.0,1954.6
460000.0,3,3,2153,Houston,69948.0,1954.6
305000.0,3,2,2196,Houston,69948.0,1954.6
365000.0,3,2,1726,Houston,69948.0,1954.6
399900.0,4,3,1720,Houston,69948.0,1954.6
815000.0,3,4,2857,Houston,151781.0,2555.9
599000.0,3,2,1706,Houston,151781.0,2555.9
319000.0,3,3,2089,Houston,151781.0,2555.9
166000.0,2,1,832,Houston,151781.0,2555.9
498000.0,4,3,2557,Houston,151781.0,2555.9
624500.0,4,3,2605,Houston,151781.0,2555.9
688000.0,3,3,2853,Houston,151781.0,2555.9
469000.0,4,4,2806,Houston,151781.0,2555.9
499999.0,3,3,2245,Houston,151781.0,2555.9
160000.0,3,1,1190,Houston,47254.0,1260.1
250000.0,3,3,1698,Houston,47254.0,1260.1
275000.0,3,2,812,Houston,47254.0,1260.1
323540.0,4,3,2250,Houston,47254.0,1260.1
325490.0,4,3,2250,Houston,47254.0,1260.1
271940.0,3,2,1440,Houston,47254.0,1260.1
271490.0,3,2,1405,Houston,47254.0,1260.1
225000.0,3,2,1391,Houston,47254.0,1260.1
550000.0,3,2,1995,Houston,163064.0,2809.8
345000.0,1,1,1025,Houston,163064.0,2809.8
365000.0,1,1,825,Houston,163064.0,2809.8
535000.0,3,4,2232,Houston,163064.0,2809.8
635000.0,2,2,1740,Houston,163064.0,2809.8
390000.0,3,2,2300,Houston,48051.0,826.7
160000.0,3,2,1575,Houston,48051.0,826.7
239000.0,3,2,1488,Houston,48051.0,826.7
134000.0,3,1,1040,Houston,48051.0,826.7
199000.0,3,1,1830,Houston,48051.0,826.7
449999.0,4,3,2174,Houston,48051.0,826.7
575000.0,4,3,2827,Houston,48051.0,826.7
230000.0,3,1,940,Houston,48051.0,826.7
239000.0,3,2,1488,Houston,48051.0,826.7
195000.0,2,1,1150,Houston,59766.0,590.0
195000.0,3,2,1600,Houston,59766.0,590.0
195000.0,4,2,1116,Houston,59766.0,590.0
204500.0,2,2,1399,Houston,156773.0,1763.2
315000.0,2,3,1555,Houston,156773.0,1763.2
129000.0,1,1,696,Houston,156773.0,1763.2
329000.0,4,2,2419,Houston,65330.0,2043.8
179000.0,3,2,1339,Houston,54026.0,1939.0
99000.0,3,1,986,Houston,54026.0,1939.0
229900.0,4,2,1210,Houston,54026.0,1939.0
225000.0,4,2,1509,Houston,54026.0,1939.0
242000.0,4,2,1430,Houston,54026.0,1939.0
89000.0,3,1,1000,Houston,54026.0,1939.0
474900.0,2,2,2900,Houston,54026.0,1939.0
150000.0,2,1,1244,Houston,54026.0,1939.0
199900.0,3,2,1308,Houston,54026.0,1939.0
99000.0,3,1,1244,Houston,54026.0,1939.0
179000.0,3,2,1339,Houston,54026.0,1939.0
281000.0,3,2,1663,Houston,71464.0,1057.6
284990.0,3,3,1485,Houston,71464.0,1057.6
139000.0,3,1,950,Houston,71464.0,1057.6
253000.0,3,2,1460,Houston,71464.0,1057.6
229900.0,3,2,1364,Houston,71464.0,1057.6
299500.0,3,2,1855,Houston,71464.0,1057.6
329990.0,4,3,1968,Houston,71464.0,1057.6
289990.0,3,2,1487,Houston,71464.0,1057.6
250000.0,3,2,1280,Houston,80237.0,2418.3
320000.0,4,2,2009,Houston,80237.0,2418.3
680000.0,5,4,2802,Houston,80237.0,2418.3
299900.0,4,3,2487,Houston,80237.0,2418.3
155000.0,2,2,1280,Houston,80237.0,2418.3
405000.0,3,2,1657,Houston,80237.0,2418.3
300000.0,3,2,1677,Houston,80237.0,2418.3
439000.0,4,3,2059,Houston,80237.0,2418.3
89999.0,2,2,1140,Houston,80237.0,2418.3
160000.0,2,2,1232,Houston,80237.0,2418.3
399000.0,4,2,2413,Houston,80237.0,2418.3
149900.0,3,2,1272,Houston,54368.0,3651.4
349990.0,3,2,1818,Houston,54368.0,3651.4
124000.0,1,1,758,Houston,54368.0,3651.4
325000.0,4,2,1980,Houston,54368.0,3651.4
425000.0,3,2,2032,Houston,54368.0,3651.4
244500.0,2,2,1450,Houston,61154.0,1135.6
150000.0,3,2,1055,Houston,61154.0,1135.6
249900.0,3,2,1332,Houston,67587.0,1284.6
237557.0,3,2,1370,Houston,67587.0,1284.6
235000.0,3,2,1175,Houston,67587.0,1284.6
260000.0,5,2,1400,Houston,67587.0,1284.6
219000.0,3,2,1320,Houston,67587.0,1284.6
225000.0,3,3,1908,Houston,58405.0,1051.9
103000.0,3,3,1749,Houston,58405.0,1051.9
130000.0,3,3,1560,Houston,58405.0,1051.9
154999.0,3,2,1698,Houston,58405.0,1051.9
110000.0,3,3,1320,Houston,58405.0,1051.9
225000.0,3,3,1920,Houston,58405.0,1051.9
275000.0,3,3,2442,Houston,88429.0,1399.8
310000.0,3,3,2050,Houston,88429.0,1399.8
274000.0,3,2,1206,Houston,88429.0,1399.8
269000.0,3,2,1749,Houston,88429.0,1399.8
299700.0,4,4,2780,Houston,88429.0,1399.8
395000.0,3,2,2145,Houston,88429.0,1399.8
349500.0,3,2,2026,Houston,88429.0,1399.8
395000.0,4,4,3114,Houston,139483.0,676.1
325000.0,3,3,2357,Houston,139483.0,676.1
380000.0,3,2,1975,Houston,139483.0,676.1
265000.0,3,2,1296,Houston,139483.0,676.1
299989.0,3,3,2789,Houston,139483.0,676.1
659000.0,4,3,2350,Houston,76591.0,2558.0
325000.0,3,2,1965,Houston,76591.0,2558.0
69999.0,1,1,502,Houston,76591.0,2558.0
465000.0,3,2,2198,Houston,76591.0,2558.0
725000.0,4,2,2323,Houston,76591.0,2558.0
139900.0,2,2,1117,Houston,76591.0,2558.0
412500.0,3,3,2980,Houston,76591.0,2558.0
500000.0,3,2,2179,Houston,76591.0,2558.0
649000.0,3,3,2539,Houston,76591.0,2558.0
84000.0,1,1,660,Houston,76591.0,2558.0
155000.0,2,2,1090,Houston,76591.0,2558.0
659000.0,4,3,2350,Houston,76591.0,2558.0
649000.0,3,3,2539,Houston,76591.0,2558.0
415000.0,3,2,1861,Houston,76591.0,2558.0
779000.0,4,4,2900,Houston,111596.0,684.9
560859.0,3,4,2216,Houston,111596.0,684.9
360000.0,3,2,1618,Houston,111596.0,684.9
520000.0,5,4,2574,Houston,111596.0,684.9
474900.0,4,3,2928,Houston,111596.0,684.9
510000.0,4,2,1985,Houston,111596.0,684.9
474900.0,4,3,2928,Houston,111596.0,684.9
565000.0,3,2,2400,Houston,111596.0,684.9
779000.0,4,4,2900,Houston,111596.0,684.9
312000.0,3,2,1224,Houston,111596.0,684.9
650000.0,4,3,2410,Houston,111596.0,684.9
499990.0,3,4,1924,Houston,111596.0,684.9
465000.0,4,3,2112,Houston,111596.0,684.9
165500.0,2,3,1294,Houston,111596.0,684.9
270000.0,3,3,1760,Houston,111596.0,684.9
510000.0,4,2,1985,Houston,111596.0,684.9
475000.0,3,3,2169,Houston,111596.0,684.9
460000.0,4,4,2753,Houston,111596.0,684.9
323490.0,3,3,1866,Houston,107167.0,530.9
454500.0,4,3,2846,Houston,107167.0,530.9
296051.0,4,2,1412,Houston,107167.0,530.9
335000.0,3,3,2827,Houston,107167.0,530.9
920000.0,4,4,3402,Houston,107167.0,530.9
319990.0,3,3,1784,Houston,107167.0,530.9
355000.0,4,4,2285,Houston,107167.0,530.9
349995.0,3,2,2314,Houston,107167.0,530.9
405120.0,4,4,2513,Houston,107167.0,530.9
275000.0,4,4,2638,Houston,107167.0,530.9
325000.0,4,4,2285,Houston,107167.0,530.9
249500.0,3,2,1540,Houston,107167.0,530.9
225000.0,4,2,1925,Houston,107167.0,530.9
300000.0,3,3,1578,Houston,107167.0,530.9
364995.0,4,3,2646,Houston,107167.0,530.9
248000.0,4,3,2424,Houston,107167.0,530.9
325000.0,4,3,1833,Houston,107167.0,530.9
299990.0,4,2,1412,Houston,107167.0,530.9
257900.0,3,3,1620,Houston,69175.0,1129.7
275000.0,4,3,2886,Houston,69175.0,1129.7
199890.0,3,2,1707,Houston,69175.0,1129.7
251000.0,3,2,1262,Houston,69175.0,1129.7
785000.0,2,3,3147,Houston,153537.0,3611.9
331990.0,4,3,2054,Houston,91399.0,928.7
325990.0,3,3,1913,Houston,91399.0,928.7
325990.0,3,3,1913,Houston,91399.0,928.7
332990.0,4,3,2054,Houston,91399.0,928.7
279900.0,4,3,2016,Houston,91399.0,928.7
331990.0,4,3,2054,Houston,91399.0,928.7
351270.0,4,3,2054,Houston,91399.0,928.7
330990.0,4,3,2054,Houston,91399.0,928.7
325990.0,3,3,1913,Houston,91399.0,928.7
269955.0,4,3,2072,Houston,91399.0,928.7
325990.0,3,3,1913,Houston,91399.0,928.7
326990.0,3,3,1820,Houston,91399.0,928.7
255900.0,3,2,1270,Houston,91399.0,928.7
255900.0,3,2,1270,Houston,91399.0,928.7
85000.0,3,1,825,Houston,91399.0,928.7
290900.0,3,3,1881,Houston,64434.0,650.3
252000.0,3,3,1592,Houston,64434.0,650.3
235000.0,4,2,1372,Houston,64434.0,650.3
275900.0,3,2,1571,Houston,64434.0,650.3
260900.0,3,2,1260,Houston,64434.0,650.3
215000.0,3,2,1340,Houston,64434.0,650.3
252000.0,3,3,1592,Houston,64434.0,650.3
252900.0,3,2,1076,Houston,64434.0,650.3
315900.0,4,3,2316,Houston,64434.0,650.3
139000.0,3,2,1296,Houston,64434.0,650.3
260900.0,3,2,1260,Houston,64434.0,650.3
245900.0,3,2,1076,Houston,64434.0,650.3
280900.0,3,2,1571,Houston,64434.0,650.3
335000.0,4,3,2530,Houston,84025.0,630.4
298990.0,3,3,2060,Houston,84025.0,630.4
230000.0,4,2,1754,Houston,84025.0,630.4
259900.0,3,3,1680,Houston,84025.0,630.4
195000.0,3,2,1058,Houston,43430.0,322.9
160000.0,1,2,648,Houston,50566.0,997.8
365000.0,3,3,1892,Houston,50566.0,997.8
217000.0,3,2,1152,Houston,50566.0,997.8
365000.0,3,3,1892,Houston,50566.0,997.8
200000.0,3,1,1188,Houston,50566.0,997.8
225000.0,4,2,1200,Houston,50566.0,997.8
329000.0,3,3,1686,Houston,50566.0,997.8
265000.0,3,2,1603,Houston,50566.0,997.8
245000.0,3,2,1512,Houston,76497.0,1039.7
235000.0,3,2,1119,Houston,76497.0,1039.7
204990.0,3,2,1054,Houston,76497.0,1039.7
248900.0,4,2,1981,Houston,76497.0,1039.7
250000.0,3,2,1735,Houston,76497.0,1039.7
219980.0,3,2,1158,Houston,76497.0,1039.7
229999.0,3,2,1348,Houston,76497.0,1039.7
139000.0,2,2,952,Houston,65357.0,1711.2
335000.0,3,4,2148,Houston,65357.0,1711.2
335000.0,3,4,2148,Houston,65357.0,1711.2
205000.0,1,1,799,Houston,65357.0,1711.2
141500.0,2,2,924,Houston,65357.0,1711.2
126999.0,1,2,852,Houston,65357.0,1711.2
103000.0,1,1,704,Houston,65357.0,1711.2
205000.0,1,1,799,Houston,65357.0,1711.2
75000.0,1,1,789,Houston,65357.0,1711.2
105000.0,1,1,588,Houston,65357.0,1711.2
89000.0,2,1,940,Houston,65357.0,1711.2
97000.0,1,1,704,Houston,65357.0,1711.2
391700.0,3,4,1817,Houston,134238.0,2015.7
327700.0,3,3,1608,Houston,134238.0,2015.7
389700.0,3,4,1817,Houston,134238.0,2015.7
334700.0,3,3,1522,Houston,134238.0,2015.7
337700.0,3,3,1608,Houston,134238.0,2015.7
429900.0,3,3,2152,Houston,134238.0,2015.7
699999.0,3,4,2109,Houston,134238.0,2015.7
379700.0,3,3,1760,Houston,134238.0,2015.7
675000.0,5,4,3002,Houston,134238.0,2015.7
479999.0,3,4,1924,Houston,134238.0,2015.7
549990.0,3,4,2086,Houston,134238.0,2015.7
339700.0,3,3,1608,Houston,134238.0,2015.7
339700.0,3,3,1608,Houston,134238.0,2015.7
779000.0,3,4,2458,Houston,134238.0,2015.7
225900.0,2,2,1221,Houston,186786.0,2464.2
156999.0,1,1,776,Houston,186786.0,2464.2
225000.0,2,2,1415,Houston,186786.0,2464.2
355000.0,1,2,1015,Houston,186786.0,2464.2
350000.0,1,1,1246,Houston,186786.0,2464.2
279000.0,1,1,982,Houston,186786.0,2464.2
930000.0,1,2,2390,Houston,186786.0,2464.2
330000.0,3,3,1928,Houston,114008.0,3970.9
244500.0,2,3,1376,Houston,114008.0,3970.9
112500.0,1,1,680,Houston,114008.0,3970.9
179900.0,3,2,1154,Houston,114008.0,3970.9
669000.0,3,3,2685,Houston,114008.0,3970.9
330000.0,3,3,1928,Houston,114008.0,3970.9
449000.0,4,4,2850,Houston,114008.0,3970.9
289500.0,3,3,1872,Houston,114008.0,3970.9
240000.0,2,3,1332,Houston,114008.0,3970.9
285000.0,3,3,1702,Houston,114008.0,3970.9
749000.0,3,2,2151,Houston,114008.0,3970.9
920000.0,3,4,3182,Houston,114008.0,3970.9
300000.0,2,3,1444,Houston,114008.0,3970.9
153000.0,1,1,706,Houston,114008.0,3970.9
150000.0,1,1,598,Houston,114008.0,3970.9
220000.0,3,3,2032,Houston,87565.0,814.8
297000.0,3,2,1458,Houston,87565.0,814.8
200000.0,3,3,2015,Houston,87565.0,814.8
415000.0,5,3,2616,Houston,87565.0,814.8
340000.0,3,3,2182,Houston,87565.0,814.8
129000.0,2,2,905,Houston,87565.0,814.8
320000.0,2,3,2157,Houston,87565.0,814.8
124500.0,1,1,656,Houston,87565.0,814.8
227500.0,2,3,1304,Houston,87565.0,814.8
185000.0,2,2,864,Houston,87565.0,814.8
409500.0,4,3,2414,Houston,190620.0,753.5
220000.0,4,2,1840,Houston,46089.0,2243.4
240000.0,3,2,1990,Houston,64208.0,1318.6
240000.0,3,2,1990,Houston,64208.0,1318.6
420000.0,3,2,2308,Houston,64208.0,1318.6
230000.0,2,3,1343,Houston,124485.0,1644.6
299999.0,3,2,2324,Houston,124485.0,1644.6
315000.0,3,2,1718,Houston,124485.0,1644.6
349000.0,3,3,2098,Houston,124485.0,1644.6
499000.0,2,3,2007,Houston,84123.0,3441.3
345000.0,3,2,1588,Houston,84123.0,3441.3
186500.0,2,3,1500,Houston,84123.0,3441.3
545000.0,4,3,2278,Houston,84123.0,3441.3
359000.0,3,2,1710,Houston,84123.0,3441.3
114000.0,2,2,1224,Houston,84123.0,3441.3
708000.0,3,2,2048,Houston,84123.0,3441.3
185000.0,2,3,1436,Houston,84123.0,3441.3
369900.0,3,2,2010,Houston,84123.0,3441.3
360000.0,3,3,1804,Houston,84123.0,3441.3
385000.0,4,3,3235,Houston,104824.0,1294.5
175000.0,3,2,1488,Houston,104824.0,1294.5
289000.0,4,2,1984,Houston,95245.0,1886.1
310000.0,3,3,2368,Houston,95245.0,1886.1
369990.0,4,3,2510,Houston,95245.0,1886.1
439900.0,4,3,2671,Houston,95245.0,1886.1
355000.0,4,3,2855,Houston,95245.0,1886.1
549000.0,3,2,2253,Houston,95245.0,1886.1
354800.0,3,2,2287,Houston,95245.0,1886.1
310000.0,3,3,2368,Houston,95245.0,1886.1
349000.0,4,3,2665,Houston,89270.0,1790.7
199900.0,3,2,1484,Houston,89270.0,1790.7
250000.0,3,3,2133,Houston,89270.0,1790.7
468000.0,4,3,3124,Houston,89270.0,1790.7
269999.0,4,4,2969,Houston,89270.0,1790.7
299500.0,4,3,2109,Houston,63476.0,2271.6
265000.0,4,2,2457,Houston,63476.0,2271.6
299900.0,4,3,2800,Houston,107893.0,1122.6
340000.0,5,4,2728,Houston,107893.0,1122.6
698999.0,3,3,3384,Houston,107893.0,1122.6
420000.0,4,3,3208,Houston,117320.0,1565.7
165000.0,2,2,1282,Houston,117320.0,1565.7
285000.0,3,3,2163,Houston,117320.0,1565.7
470000.0,4,4,3355,Houston,117320.0,1565.7
165000.0,2,2,1282,Houston,117320.0,1565.7
290000.0,3,3,1670,Houston,117320.0,1565.7
474900.0,3,3,2810,Houston,117320.0,1565.7
360000.0,3,2,2341,Houston,117320.0,1565.7
329900.0,4,3,3157,Houston,117320.0,1565.7
319000.0,4,3,2608,Houston,96882.0,1730.3
224900.0,3,2,1087,Houston,96882.0,1730.3
339000.0,4,3,2783,Houston,96882.0,1730.3
163000.0,2,1,1048,Houston,96882.0,1730.3
294000.0,4,3,2191,Houston,96882.0,1730.3
330000.0,4,3,2479,Houston,96882.0,1730.3
420000.0,4,3,3064,Houston,96882.0,1730.3
330000.0,4,3,2479,Houston,96882.0,1730.3
265000.0,4,2,1698,Houston,96882.0,1730.3
374990.0,3,3,2282,Houston,96882.0,1730.3
163000.0,2,1,1048,Houston,96882.0,1730.3
87000.0,3,2,1182,Houston,78856.0,2338.0
250000.0,3,2,1701,Houston,78856.0,2338.0
399000.0,4,3,2505,Houston,78856.0,2338.0
265000.0,3,2,1819,Houston,78856.0,2338.0
325000.0,5,3,2200,Houston,78856.0,2338.0
110000.0,2,1,956,Houston,78856.0,2338.0
269900.0,3,2,1665,Houston,64290.0,3309.4
150000.0,2,3,1088,Houston,64290.0,3309.4
235000.0,3,2,1668,Houston,64290.0,3309.4
264500.0,3,3,1390,Houston,64290.0,3309.4
364900.0,6,3,2866,Houston,64290.0,3309.4
210000.0,3,3,1412,Houston,64290.0,3309.4
236000.0,4,2,1459,Houston,64290.0,3309.4
162000.0,2,2,833,Houston,64290.0,3309.4
98000.0,2,2,1024,Houston,64290.0,3309.4
199999.0,3,3,1664,Houston,64290.0,3309.4
279000.0,3,3,1958,Houston,64290.0,3309.4
269900.0,4,3,2453,Houston,82097.0,1030.4
215000.0,4,2,1440,Houston,82097.0,1030.4
345000.0,3,2,1642,Houston,82097.0,1030.4
220000.0,4,2,1455,Houston,82097.0,1030.4
275000.0,4,3,2321,Houston,82097.0,1030.4
269900.0,4,3,2699,Houston,82097.0,1030.4
249500.0,3,2,1922,Houston,82097.0,1030.4
325000.0,4,3,3077,Houston,82097.0,1030.4
225000.0,4,2,1274,Houston,82097.0,1030.4
229900.0,3,2,1632,Houston,82097.0,1030.4
134990.0,2,2,937,Houston,63312.0,2743.8
339000.0,3,2,2115,Houston,63312.0,2743.8
239950.0,3,2,1404,Houston,63312.0,2743.8
259000.0,3,2,1170,Houston,63312.0,2743.8
245000.0,3,1,1286,Houston,63312.0,2743.8
204000.0,3,2,1640,Houston,63312.0,2743.8
310000.0,4,3,2155,Houston,82265.0,1471.6
299000.0,5,3,2510,Houston,82265.0,1471.6
465000.0,3,3,2210,Houston,82265.0,1471.6
290000.0,4,3,2472,Houston,82265.0,1471.6
299900.0,3,2,2186,Houston,82265.0,1471.6
249900.0,3,2,1671,Houston,82265.0,1471.6
315000.0,3,2,2161,Houston,82265.0,1471.6
